date, pm25, pm10, o3, no2, so2, co
2016/3/12, 54, 86, 11, 48, 1, 11
2016/3/13, 109, 154, 42, 24, , 6
2016/3/14, 173, 93, 38, 20, , 5
2016/3/15, 109, 32, 37, 20, , 5
2016/3/16, 52, 28, 34, 24, , 6
2016/3/17, 53, 28, 37, 24, , 6
2016/3/18, 63, 35, 38, 25, , 9
2016/3/19, 74, 31, 40, 22, , 6
2016/3/20, 54, 39, 42, 22, , 5
2016/3/21, 71, 33, 42, 26, , 7
2016/3/22, 93, 48, 28, 46, , 11
2016/3/23, 94, 58, 44, 37, , 8
2016/3/24, 94, 116, 38, 18, , 6
2016/3/25, 158, 56, 27, 13, , 6
2016/3/26, 106, 37, 40, 25, , 6
2016/3/27, 61, 25, 38, 25, , 6
2016/3/28, 57, 28, 39, 31, , 6
2016/3/29, 57, 31, 38, 31, 1, 7
2016/3/30, 68, 37, 39, 27, 1, 7
2016/3/31, 79, 31, 47, 27, 1, 7
2015/10/1, 63, 23, 28, 25, 3, 5
2015/10/2, 63, 22, 29, 20, 3, 5
2015/10/3, 58, 35, 29, 37, 3, 5
2015/10/4, 78, 19, 31, 15, 3, 3
2015/10/5, 60, 32, 32, 48, 3, 5
2015/10/6, 74, 45, 27, 47, 3, 5
2015/10/7, 80, 39, 30, 54, 3, 6
2015/10/8, 74, 41, 24, 29, 3, 5
2015/10/9, 82, 30, 31, 16, 3, 4
2015/10/10, 69, 43, 38, 40, 3, 6
2015/10/11, 89, 53, 38, 47, 4, 7
2015/10/12, 103, 36, 33, 41, 3, 6
2015/10/13, 85, 39, 16, 46, 3, 6
2015/10/14, 83, 32, 24, 36, 3, 5
2015/10/15, 70, 43, 34, 32, 3, 6
2015/10/16, 85, 49, 40, 32, 3, 5
2015/10/17, 98, 72, 37, 46, 4, 6
2015/10/18, 109, , 35, 24, 4, 3
2015/10/19, 93, , 31, 22, 3, 2
2015/10/20, 86, , 23, 28, 4, 3
2015/10/21, 74, , 25, 30, 4, 4
2015/10/22, 72, , , , , 
2015/10/24, 70, 52, 14, 47, 3, 7
2015/10/25, 95, 46, 15, 50, 3, 8
2015/10/26, 216, 37, 15, 46, 3, 8
2015/10/27, 100, 45, 25, 41, 3, 8
2015/10/28, 190, 35, 21, 34, 3, 6
2015/10/29, 183, 34, 29, 36, 3, 7
2015/10/30, 136, 25, 31, 22, 3, 6
2015/10/31, 66, 37, 36, 37, 4, 6
2015/11/1, 259, 35, 29, 28, 3, 4
2015/11/2, 78, 193, 28, 34, 3, 4
2015/11/3, 148, 544, 26, 33, 4, 5
2015/11/4, 386, 270, 24, 47, 5, 7
2015/11/5, 227, 67, 15, 36, 4, 7
2015/11/6, 144, 28, 29, 22, 4, 5
2015/11/7, 88, 47, 29, 43, 4, 7
2015/11/8, 94, 45, 26, 40, 3, 5
2015/11/9, 82, 40, 24, 35, 4, 5
2015/11/10, 80, 40, 23, 36, 4, 5
2015/11/11, 70, 40, 25, 38, 4, 5
2015/11/12, 76, 49, 28, 45, 4, 8
2015/11/13, 99, 51, 29, 36, 4, 6
2015/11/14, 88, 73, 50, 115, 5, 8
2015/11/15, 125, 73, 26, 110, 5, 8
2015/11/16, 136, 36, 19, 112, 5, 6
2015/11/17, 83, 64, 25, 83, 4, 6
2015/11/18, 111, 63, 25, 45, 5, 7
2015/11/19, 121, 42, 26, 37, 5, 6
2015/11/20, 92, 40, 31, 30, 4, 5
2015/11/21, 81, 95, 20, 49, 5, 5
2015/11/22, 145, 60, 25, 41, 4, 6
2015/11/23, 113, 39, 20, 49, 5, 6
2015/11/24, 243, 53, 23, 57, 5, 6
2015/11/25, 148, 56, 12, 63, 5, 7
2015/11/26, 98, 65, 32, 50, 6, 9
2015/11/27, 117, 54, 9, 36, 4, 7
2015/11/28, 111, 52, 14, 50, 5, 8
2015/11/29, 107, 44, 21, 36, 1, 5
2015/11/30, 68, 33, 11, 35, 7, 5
2015/12/1, 40, 34, 20, 41, 1, 5
2015/12/2, 50, 30, 20, 30, 2, 4
2015/12/3, 50, 31, 23, 22, 2, 4
2015/12/4, 54, 29, 26, 20, 2, 5
2015/12/5, 57, 43, 2, 61, 6, 9
2015/12/6, 73, 39, 19, 54, 4, 8
2015/12/7, 80, 47, 11, 59, 3, 10
2015/12/8, 93, 49, 11, 65, 3, 11
2015/12/9, 93, 57, 16, 67, 5, 11
2015/12/10, 103, 45, 28, 49, 5, 9
2015/12/11, 98, 33, 32, 29, 3, 7
2015/12/12, 86, 30, 21, 40, 3, 8
2015/12/13, 60, 45, 18, 53, 4, 9
2015/12/14, 77, 47, 16, 53, 4, 9
2015/12/15, 85, 31, 15, 34, 3, 8
2015/12/16, 74, 27, 7, 38, 3, 9
2015/12/17, 75, 23, 21, 21, 2, 7
2015/12/18, 60, 35, 32, 22, 2, 8
2015/12/19, 67, 47, 24, 34, 5, 10
2015/12/20, 83, 55, 25, 35, 3, 10
2015/12/21, 103, 54, 21, 36, 3, 7
2015/12/22, 96, 35, 29, 39, 3, 6
2015/12/23, 81, 48, 19, 54, 3, 10
2015/12/24, 93, 44, 29, 47, 3, 10
2015/12/25, 90, 33, 36, 26, 2, 8
2015/12/26, 76, 31, 25, 38, 3, 7
2015/12/27, 75, 36, 30, 32, 2, 6
2015/12/28, 64, 48, 31, 47, 1, 8
2015/12/29, 80, 34, 33, 35, 1, 7
2015/12/30, 79, , , , , 
2015/7/1, 68, 22, 36, 23, 4, 3
2015/7/2, 65, 27, 42, 31, 3, 4
2015/7/3, 71, 22, 42, 20, 3, 3
2015/7/4, 71, 26, 31, 28, 4, 4
2015/7/5, 78, 18, 37, 26, 3, 4
2015/7/6, 65, 19, 40, 38, 3, 4
2015/7/7, 63, 21, 40, 42, 3, 4
2015/7/8, 70, 22, 40, 31, 3, 4
2015/7/9, 70, 23, 27, 31, 3, 4
2015/7/10, 69, 31, 32, 24, 3, 3
2015/7/11, 70, 41, 27, 39, 3, 4
2015/7/12, 75, 41, 36, 33, 3, 4
2015/7/13, 83, 44, 32, 38, 4, 4
2015/7/14, 82, 45, 31, 34, 3, 4
2015/7/15, 82, 43, 42, 37, 4, 4
2015/7/16, 79, 41, 35, 37, 4, 5
2015/7/17, 86, 33, 36, 22, 4, 4
2015/7/18, 69, 37, 34, 45, 3, 5
2015/7/19, 70, 35, 38, 40, 4, 5
2015/7/20, 66, 38, , 41, , 5
2015/7/21, 147, 37, 29, 35, 3, 4
2015/7/22, 79, 38, 38, 38, 4, 4
2015/7/23, 73, 34, 35, 25, 4, 4
2015/7/24, 75, 34, 31, 17, 3, 3
2015/7/25, 67, 35, 32, 25, 3, 4
2015/7/26, 77, 31, 28, 32, 1, 4
2015/7/27, 73, 62, 26, 31, 2, 4
2015/7/28, 81, 31, 26, 31, 3, 4
2015/7/29, 75, 40, 26, 38, 3, 5
2015/7/30, 79, 44, 39, 15, 3, 4
2015/7/31, 92, 42, 34, 6, 3, 4
2015/8/1, 95, 53, 31, 14, 3, 4
2015/8/2, 121, 52, 31, 12, 3, 5
2015/8/3, 98, 59, 32, 20, 3, 5
2015/8/4, 150, 49, 33, 28, 3, 4
2015/8/5, 108, 47, 34, 25, 3, 5
2015/8/6, 102, 46, 33, 27, 3, 5
2015/8/7, 92, 59, 40, 32, 4, 5
2015/8/8, 123, 51, 34, 31, 3, 5
2015/8/9, 95, 51, 28, 32, 3, 4
2015/8/10, 83, 57, 27, 33, 3, 5
2015/8/11, 89, 37, 33, 34, 3, 4
2015/8/12, 68, 41, 34, 36, 3, 5
2015/8/13, 73, 40, 36, 30, 3, 5
2015/8/14, 74, 34, 38, 26, 3, 4
2015/8/15, 75, 50, 26, 35, 3, 5
2015/8/16, 101, 52, 23, 34, 3, 6
2015/8/17, 95, 41, 27, 24, 2, 4
2015/8/18, 89, 36, 33, 30, 3, 4
2015/8/19, 81, 35, 33, 39, 3, 5
2015/8/20, 73, 30, 31, 26, 3, 4
2015/8/21, 69, 30, 38, 26, 3, 4
2015/8/22, 73, 41, 35, 43, 3, 5
2015/8/23, 75, 36, 38, 41, 3, 4
2015/8/24, 70, 35, 39, 48, 3, 4
2015/8/25, 66, 47, 38, 35, 3, 5
2015/8/26, 79, 45, 31, 38, 3, 5
2015/8/27, 87, 32, 33, 26, 3, 5
2015/8/28, 76, 28, 38, 23, 3, 4
2015/8/29, 66, 42, 39, 43, 3, 5
2015/8/30, 79, 36, 40, 39, 3, 4
2015/8/31, 68, 37, 40, 29, 3, 4
2015/9/1, 65, 44, 39, 37, 3, 6
2015/9/2, 77, 37, 38, 36, 3, 5
2015/9/3, 74, 24, 39, 22, 3, 5
2015/9/4, 64, 30, 39, 13, 3, 3
2015/9/5, 74, 31, 36, 37, 3, 4
2015/9/6, 76, 41, 34, 39, 3, 6
2015/9/7, 89, 272, 31, 41, 3, 6
2015/9/8, 211, 703, 28, 35, 3, 6
2015/9/9, 416, 414, 28, 31, 3, 5
2015/9/10, 266, 313, 33, 31, 3, 6
2015/9/11, 299, 99, 31, 22, 3, 4
2015/9/12, 147, 46, 32, 38, 2, 4
2015/9/13, 94, 29, 36, 49, 2, 3
2015/9/14, 70, 35, 36, 28, 3, 4
2015/9/15, 77, 37, 30, 41, 3, 4
2015/9/16, 77, 38, 25, 41, 3, 5
2015/9/17, 72, 28, 28, 21, 3, 5
2015/9/18, 66, 30, 28, 26, 3, 4
2015/9/19, 70, 51, 40, 58, 4, 6
2015/9/20, 110, 47, 32, 36, 3, 5
2015/9/21, 77, 44, 39, 33, 4, 4
2015/9/22, 82, 41, 42, 43, 4, 3
2015/9/23, 98, 49, 35, 42, 3, 5
2015/9/24, 85, 56, 27, 31, 3, 5
2015/9/25, 107, 40, 26, 24, 3, 5
2015/9/26, 88, 38, 25, 37, 3, 5
2015/9/27, 69, 25, 24, 29, 3, 3
2015/9/28, 58, 30, 24, 40, 3, 5
2015/9/29, 64, 33, 22, 33, 3, 5
2015/9/30, 66, 24, 25, 26, 3, 3
2015/4/1, 76, 26, 29, 36, 2, 3
2015/4/2, 53, 40, 42, 33, 2, 4
2015/4/3, 74, 23, 37, 15, 1, 2
2015/4/4, 54, 38, 34, 32, 2, 3
2015/4/5, 67, 37, 37, 27, 3, 3
2015/4/6, 344, 43, 31, 45, 3, 5
2015/4/7, 89, 65, 27, 66, 3, 8
2015/4/8, 116, 43, 40, 29, 2, 3
2015/4/9, 81, 22, 41, 17, 2, 3
2015/4/10, 58, 18, 37, 18, 2, 2
2015/4/11, 54, 21, 38, 49, 2, 4
2015/4/12, 352, 36, 45, 42, 2, 4
2015/4/13, 148, 28, 39, 40, 3, 4
2015/4/14, 69, 32, 43, 34, 3, 4
2015/4/15, 75, 54, 41, 41, 2, 4
2015/4/16, 99, 35, 41, 32, 2, 4
2015/4/17, 77, 30, 40, 19, 2, 4
2015/4/18, 81, 31, 36, 38, 3, 5
2015/4/19, 81, 50, 27, 53, 3, 5
2015/4/20, 86, 66, 35, 49, 2, 4
2015/4/21, 105, 36, 39, 26, 2, 3
2015/4/22, 67, 40, 42, 14, 2, 2
2015/4/23, 60, 25, 41, 15, 2, 3
2015/4/24, 54, 20, 48, 19, 2, 3
2015/4/25, 56, 42, 48, 46, 3, 6
2015/4/26, 82, 45, 49, 52, 3, 7
2015/4/27, 99, 71, 54, 61, 3, 8
2015/4/28, 133, 53, 70, 49, 3, 7
2015/4/29, 361, 38, 55, 28, 2, 4
2015/4/30, 101, , 32, 16, 2, 2
2015/5/1, 58, 14, 33, 12, 2, 2
2015/5/2, 58, 19, 35, 21, 2, 3
2015/5/3, 57, 16, 34, 25, 2, 3
2015/5/4, 54, 29, 29, 28, 3, 4
2015/5/5, 68, 29, 33, 28, 3, 4
2015/5/6, 73, 53, 32, 40, 3, 8
2015/5/7, 122, 34, 35, 36, 3, 6
2015/5/8, 81, 27, 44, 25, 3, 4
2015/5/9, 71, 35, 33, 33, 3, 4
2015/5/10, 77, 36, 24, 50, 3, 6
2015/5/11, 80, 38, 30, 39, 3, 5
2015/5/12, 85, 37, 36, 29, 3, 5
2015/5/13, 80, 31, 35, 37, 3, 4
2015/5/14, 64, 24, 38, 32, 3, 4
2015/5/15, 66, 20, 41, 17, 3, 3
2015/5/16, 69, 30, 48, 44, 3, 6
2015/5/17, 85, 47, 47, 62, 3, 5
2015/5/18, 99, 54, 36, 63, 3, 5
2015/5/19, 128, 41, 36, 45, 3, 4
2015/5/20, 113, 35, 31, 33, 3, 3
2015/5/21, 69, 29, 32, 36, 2, 3
2015/5/22, 66, 33, 41, 34, 3, 3
2015/5/23, 81, 35, 40, 41, 4, 4
2015/5/24, 90, 60, 39, 58, 4, 5
2015/5/25, 110, 40, 32, 35, 3, 3
2015/5/26, 83, 55, 40, 71, 3, 7
2015/5/27, 112, 63, 40, 32, 3, 4
2015/5/28, 131, 28, 36, 26, 3, 3
2015/5/29, 68, 23, 37, 18, 2, 3
2015/5/30, 58, 32, 36, 34, 3, 5
2015/5/31, 64, 27, 34, 22, 3, 5
2015/6/1, 62, 24, 33, 19, 3, 4
2015/6/2, 693, 27, 32, 30, 3, 4
2015/6/3, 528, 32, 34, 32, 3, 4
2015/6/4, 568, 27, 35, 29, 3, 4
2015/6/5, 360, 26, 33, 16, 2, 3
2015/6/6, 301, 27, 28, 30, 3, 4
2015/6/7, 173, 43, 36, 39, 3, 5
2015/6/8, 100, 44, 26, 37, 3, 5
2015/6/9, 89, 31, 30, 32, 3, 5
2015/6/10, 69, 24, 29, 26, 3, 5
2015/6/11, 63, 29, 31, 26, 3, 4
2015/6/12, 68, 22, 33, 23, 3, 4
2015/6/13, 63, 33, 33, 36, 2, 5
2015/6/14, 75, 37, 33, 36, 3, 4
2015/6/15, 79, 26, 35, 43, 3, 5
2015/6/16, 86, 34, 35, 41, 3, 5
2015/6/17, 91, 33, 33, 45, 3, 5
2015/6/18, 85, 41, 28, 35, 3, 5
2015/6/19, 90, 22, 35, 22, 2, 3
2015/6/20, 59, 28, 35, 39, 2, 4
2015/6/21, 62, 27, 32, 28, 3, 3
2015/6/22, 64, 24, 26, 33, 3, 3
2015/6/23, 61, 28, 36, 45, 3, 3
2015/6/24, 62, 18, 42, 29, 3, 3
2015/6/25, 57, 27, 45, 44, 3, 4
2015/6/26, 78, 23, 40, 30, 3, 4
2015/6/27, 74, 57, 38, 38, 3, 4
2015/6/28, 108, 29, 44, 48, 3, 3
2015/6/29, 73, 20, 36, 29, 3, 3
2015/6/30, 70, 25, 37, 25, 3, 3
2015/1/1, 175, 117, 22, 37, 2, 3
2015/1/2, 180, 35, 31, 30, 1, 2
2015/1/3, 78, 26, 21, 39, 1, 2
2015/1/4, 211, 39, 25, 39, 1, 2
2015/1/5, 129, 288, 32, 24, 1, 1
2015/1/6, 232, 185, 34, 21, 1, 1
2015/1/7, 196, 32, 30, 25, 1, 1
2015/1/8, 216, 10, 26, 35, 1, 2
2015/1/9, 39, 17, 27, 26, 1, 2
2015/1/10, 55, , , , , 
2015/1/13, 250, 47, 31, 43, 1, 4
2015/1/14, 228, 49, 15, 46, 1, 3
2015/1/15, 196, 25, 22, 23, 1, 2
2015/1/16, 173, , , , , 
2015/1/18, 136, 44, 24, 48, 2, 6
2015/1/19, 100, 60, 20, 60, 2, 9
2015/1/20, 122, 65, 14, 71, 3, 10
2015/1/21, 124, 58, 24, 63, 2, 7
2015/1/22, 127, 72, 14, 69, 2, 12
2015/1/23, 144, 53, 27, 49, 2, 10
2015/1/24, 114, 63, 29, 55, 2, 9
2015/1/25, 142, 61, 31, 43, 1, 7
2015/1/26, 135, 68, 15, 51, 1, 6
2015/1/27, 142, 66, 22, 45, 1, 6
2015/1/28, 136, 57, 34, 51, 2, 4
2015/1/29, 126, 61, 28, 40, 2, 3
2015/1/30, 129, 64, , 38, , 5
2015/1/31, 139, 66, 10, 65, 1, 6
2015/2/1, 141, 69, 30, 62, 2, 7
2015/2/2, 143, 68, 29, 47, 2, 4
2015/2/3, 144, 77, 28, 45, 1, 4
2015/2/4, 155, 56, 23, 44, 1, 4
2015/2/5, 117, 75, 8, 67, 2, 11
2015/2/6, 156, 53, 43, 32, 1, 3
2015/2/7, 120, 45, 35, 39, 1, 2
2015/2/8, 93, 52, 40, 47, 2, 3
2015/2/9, 107, 343, 37, 41, 2, 2
2015/2/10, 300, 916, 33, 19, 1, 1
2015/2/11, 706, 134, 32, 31, 2, 2
2015/2/12, 201, 40, 33, 23, 1, 1
2015/2/13, 82, 17, 34, 27, 1, 3
2015/2/14, 71, 43, 19, 59, 2, 6
2015/2/15, 87, 42, 26, 46, 2, 5
2015/2/16, 86, 49, 29, 49, 1, 5
2015/2/17, 100, 39, 33, 34, 1, 3
2015/2/18, 70, 28, 33, 25, 1, 2
2015/2/19, 70, 30, 32, 18, 1, 2
2015/2/20, 73, 25, 30, 18, 1, 3
2015/2/21, 63, 35, 24, 43, 3, 4
2015/2/22, 181, 58, 6, 72, 3, 10
2015/2/23, 123, 49, 24, 56, 2, 6
2015/2/24, 115, 48, 37, 40, 2, 4
2015/2/25, 109, 53, 31, 53, 3, 5
2015/2/26, 124, 41, 34, 47, 3, 5
2015/2/27, 92, 49, 37, 23, , 3
2015/2/28, 107, 66, 32, 36, , 3
2015/3/1, 208, 43, 31, 38, , 4
2015/3/2, 116, , 35, 42, 2, 4
2015/3/3, 64, 22, 29, 37, 3, 3
2015/3/4, 288, 27, 31, 31, 3, 4
2015/3/5, 139, 49, 33, 32, 3, 3
2015/3/6, 124, 72, 38, 29, 3, 4
2015/3/7, 144, 90, 32, 55, 3, 6
2015/3/8, 139, 80, 40, 52, 4, 6
2015/3/9, 142, 64, 41, 50, 3, 5
2015/3/10, 127, 50, 42, 18, 3, 3
2015/3/11, 99, 38, 37, 35, 1, 3
2015/3/12, 93, 37, 38, 35, 1, 4
2015/3/13, 79, 27, 41, 26, 1, 4
2015/3/14, 71, 42, 36, 37, 1, 4
2015/3/15, 134, 30, 38, 32, , 3
2015/3/16, 52, 38, 38, 37, 1, 4
2015/3/17, 65, 37, 36, 39, 1, 4
2015/3/18, 66, 37, 36, 49, 1, 4
2015/3/19, 62, 33, 38, 26, , 3
2015/3/20, 53, 33, 39, 21, 1, 3
2015/3/21, 63, 43, 36, 35, , 3
2015/3/22, 77, 38, 28, 40, 1, 4
2015/3/23, 73, 39, 35, 36, 2, 4
2015/3/24, 79, 38, 37, 31, 1, 3
2015/3/25, 82, 49, 34, 41, 1, 5
2015/3/26, 92, 70, 36, 48, 2, 6
2015/3/27, 107, 76, 32, 20, 1, 2
2015/3/28, 121, 53, 37, 31, 1, 3
2015/3/29, 106, 75, 36, 31, 1, 4
2015/3/30, 124, 34, 32, 46, 1, 4
2015/3/31, 71, 41, 30, 29, 1, 3
2014/10/1, 88, 29, 38, 33, 3, 8
2014/10/2, 75, 33, 39, 34, 2, 9
2014/10/3, 79, 22, 39, 20, 2, 2
2014/10/4, 63, 32, 32, 40, 3, 6
2014/10/5, 75, 31, 28, 38, 3, 8
2014/10/6, 78, 42, 32, 38, 3, 7
2014/10/7, 89, 45, 31, 33, 3, 8
2014/10/8, 99, 28, 15, 23, 2, 10
2014/10/9, 76, 31, , 26, , 11
2014/10/10, 76, 27, , 24, , 8
2014/10/11, 63, 35, 27, 39, 2, 7
2014/10/12, 79, 42, 30, 40, 2, 8
2014/10/13, 88, 45, 26, 43, 3, 8
2014/10/14, 160, 41, 27, 41, 2, 7
2014/10/15, 94, 29, 32, 29, 2, 6
2014/10/16, 73, 43, 34, 39, 2, 7
2014/10/17, 98, 46, 31, 22, 2, 6
2014/10/18, 112, 57, 33, 37, 2, 3
2014/10/19, 129, 32, 30, 36, 3, 6
2014/10/20, 72, 38, 37, 47, 3, 5
2014/10/21, 84, 48, 35, 56, 3, 7
2014/10/22, 104, 52, 38, 53, 3, 8
2014/10/23, 139, 48, 34, 48, 3, 7
2014/10/24, 109, 52, 48, 35, 3, 7
2014/10/25, 107, 56, 44, 53, 3, 7
2014/10/26, 124, 40, 37, 37, 3, 4
2014/10/27, 92, 33, 27, 32, 2, 7
2014/10/28, 82, 31, 25, 40, 3, 6
2014/10/29, 126, 36, 28, 46, 2, 6
2014/10/30, 74, 36, 30, 33, 2, 5
2014/10/31, 74, 25, 29, 25, 2, 4
2014/11/1, 58, 50, 32, 55, 3, 4
2014/11/2, 106, 43, 31, 41, 2, 4
2014/11/3, 92, 32, 27, 41, 2, 5
2014/11/4, 80, 38, 22, 39, 3, 5
2014/11/5, 80, 40, 25, 57, 3, 7
2014/11/6, 90, 34, 30, 40, 4, 4
2014/11/7, 70, 32, 34, 34, 4, 6
2014/11/8, 67, 57, 19, 78, 4, 9
2014/11/9, 122, 67, 27, 72, 1, 9
2014/11/10, 143, 64, 26, 50, 1, 8
2014/11/11, 137, 64, 33, 45, 1, 8
2014/11/12, 144, 62, 36, 49, 1, 8
2014/11/13, 138, 58, 32, 51, 1, 8
2014/11/14, 130, 56, 47, 36, 1, 6
2014/11/15, 130, 37, 23, 42, , 5
2014/11/16, 90, 35, 24, 41, , 5
2014/11/17, 82, 62, 29, 38, , 6
2014/11/18, 127, 58, 25, 52, 1, 5
2014/11/19, 121, 70, 23, 69, 1, 9
2014/11/20, 141, 48, 32, 37, , 4
2014/11/21, 103, 31, 33, 14, , 2
2014/11/22, 66, 36, 18, 42, , 4
2014/11/23, 83, 41, 16, 39, , 5
2014/11/24, 201, 35, 30, 34, , 4
2014/11/25, 83, 43, 29, 17, , 3
2014/11/26, 89, 33, 22, 32, , 4
2014/11/27, 79, 37, 28, 30, , 6
2014/11/28, 75, 29, 31, 20, , 6
2014/11/29, 70, 41, 20, 41, 2, 7
2014/11/30, 92, 42, 23, 36, , 5
2014/12/1, 91, 42, 20, 32, 1, 5
2014/12/2, 91, 69, 3, 61, 1, 11
2014/12/3, 138, 73, 13, 66, 1, 11
2014/12/4, 138, 62, 28, 37, 1, 8
2014/12/5, 127, 48, 32, 22, , 6
2014/12/6, 105, 61, 20, 44, 1, 9
2014/12/7, 127, 66, 20, 43, 1, 11
2014/12/8, 136, 54, 31, 43, 1, 6
2014/12/9, 118, 123, 26, 43, 2, 4
2014/12/10, 193, 63, 19, 59, 1, 7
2014/12/11, 133, 75, 31, 43, 1, 5
2014/12/12, 150, 65, 32, 36, 1, 3
2014/12/13, 135, 44, 19, 65, , 7
2014/12/14, 94, 41, 23, 66, 1, 8
2014/12/15, 93, 49, 19, 70, 1, 6
2014/12/16, 108, 50, 21, 80, 1, 8
2014/12/17, 103, 64, 12, 88, 2, 9
2014/12/18, 124, 60, 12, 65, 2, 7
2014/12/19, 125, 31, 29, 47, 1, 4
2014/12/20, 81, 36, 24, 80, , 5
2014/12/21, 75, 40, 30, 86, 1, 3
2014/12/22, 81, 30, 17, 64, 1, 3
2014/12/23, 61, 44, , 66, , 5
2014/12/24, 81, 37, , 36, , 7
2014/12/25, 81, 56, , 37, , 12
2014/12/26, 89, 36, 3, 27, , 5
2014/12/27, 69, 43, , 36, , 4
2014/12/28, 70, , , , , 
2014/7/1, 78, 51, 32, 41, 1, 3
2014/7/2, 83, 41, 33, 44, 2, 4
2014/7/3, 70, 48, 36, 35, 1, 3
2014/7/4, 80, 46, 42, 24, 2, 2
2014/7/5, 70, 58, 39, 42, 2, 3
2014/7/6, 84, 52, 32, 39, 2, 4
2014/7/7, 94, 42, 32, 38, 2, 3
2014/7/8, 71, 44, 32, 38, 2, 3
2014/7/9, 72, 48, 33, 43, 2, 3
2014/7/10, 91, 43, 29, 32, 2, 3
2014/7/11, 74, 36, 26, 16, 2, 2
2014/7/12, 73, 34, 28, 24, 2, 2
2014/7/13, 55, 39, 33, 39, 2, 6
2014/7/14, 61, 39, 34, 39, 2, 4
2014/7/15, 57, 41, 33, 39, 2, 2
2014/7/16, 66, 30, 28, 36, 2, 2
2014/7/17, 62, 30, 37, 30, 2, 2
2014/7/18, 61, 33, 40, 23, 2, 1
2014/7/19, 64, 52, 40, 45, 2, 2
2014/7/20, 75, 45, 37, 36, 2, 2
2014/7/21, 93, 48, 35, 39, 2, 3
2014/7/22, 82, 47, 37, 44, 2, 2
2014/7/23, 74, 36, 33, 40, 2, 2
2014/7/24, 66, 31, 28, 33, 2, 2
2014/7/25, 53, 31, 31, 23, 2, 1
2014/7/26, 62, 41, 32, 48, 2, 2
2014/7/27, 68, 40, 34, 40, 2, 2
2014/7/28, 71, 40, 30, 40, 2, 2
2014/7/29, 69, 41, 30, 39, 2, 2
2014/7/30, 68, 36, 31, 42, 2, 3
2014/7/31, 62, 40, 33, 38, 2, 2
2014/8/1, 73, 37, 31, 30, 2, 2
2014/8/2, 68, 39, 33, 47, 2, 2
2014/8/3, 56, 36, 36, 41, 2, 2
2014/8/4, 59, 51, 42, 39, 2, 1
2014/8/5, 89, 51, 39, 43, 2, 1
2014/8/6, 99, 49, 33, 38, 2, 1
2014/8/7, 95, 39, 32, 29, 2, 1
2014/8/8, 84, 29, 38, 23, 1, 1
2014/8/9, 68, 38, 38, 48, , 1
2014/8/10, 82, 46, 35, 40, , 1
2014/8/11, 86, 48, 27, 40, 2, 2
2014/8/12, 99, 55, 32, 40, 2, 5
2014/8/13, 115, 49, 35, 38, 2, 2
2014/8/14, 115, 45, 41, 36, 2, 1
2014/8/15, 115, 34, 38, 24, 2, 
2014/8/16, 80, 31, 22, 34, 2, 
2014/8/17, 76, , , , , 
2014/8/20, 88, 41, 32, 30, 2, 5
2014/8/21, 83, 41, 35, 28, 2, 2
2014/8/22, 96, 31, 32, 17, 2, 2
2014/8/23, 77, 48, 30, 43, 2, 3
2014/8/24, 112, 56, 32, 40, 2, 3
2014/8/25, 130, 52, 31, 40, 2, 2
2014/8/26, 125, 46, 39, 38, 2, 2
2014/8/27, 104, 51, 33, 42, 2, 2
2014/8/28, 117, 42, 32, 40, 2, 2
2014/8/29, 106, 34, 33, 25, 2, 2
2014/8/30, 88, 47, 35, 40, 2, 2
2014/8/31, 112, 45, 33, 38, 2, 3
2014/9/1, 103, 37, 31, 40, 2, 4
2014/9/2, 140, 36, 31, 41, 2, 4
2014/9/3, 88, 39, 27, 40, 2, 6
2014/9/4, 93, 33, 29, 37, 2, 6
2014/9/5, 85, 19, 33, 26, 2, 7
2014/9/6, 59, 36, 33, 43, 2, 5
2014/9/7, 93, 32, 28, 34, 2, 6
2014/9/8, 82, 37, 27, 44, 2, 6
2014/9/9, 88, 36, 32, 46, 2, 11
2014/9/10, 88, 33, 33, 40, 2, 7
2014/9/11, 83, 37, 38, 36, 2, 8
2014/9/12, 96, 26, 36, 18, 2, 9
2014/9/13, 71, 40, 45, 48, 2, 8
2014/9/14, 105, 39, 37, 46, 2, 4
2014/9/15, 101, 39, 33, 45, 2, 7
2014/9/16, 94, 45, 37, 46, 3, 8
2014/9/17, 101, 30, 31, 38, 2, 5
2014/9/18, 75, 32, 36, 39, 2, 8
2014/9/19, 90, 26, 38, 25, 2, 5
2014/9/20, 80, 33, 35, 37, 2, 5
2014/9/21, 80, 41, 36, 45, 2, 5
2014/9/22, 102, 48, 30, 47, 2, 7
2014/9/23, 119, 55, 30, 41, 2, 4
2014/9/24, 128, 55, 14, 29, 2, 4
2014/9/25, 114, , , 4, , 2
2014/9/26, 54, 39, , 15, , 4
2014/9/27, 62, 41, 33, 46, 2, 4
2014/9/28, 97, 31, 32, 41, 2, 5
2014/9/29, 88, 35, 35, 44, 2, 8
2014/9/30, 91, 38, 40, 41, 3, 8
2014/4/1, 89, 34, 43, 35, 2, 3
2014/4/2, 62, 37, 36, 45, 2, 4
2014/4/3, 70, 39, 35, 37, 2, 4
2014/4/4, 79, 39, 41, 32, 2, 4
2014/4/5, 92, 60, 43, 60, 3, 6
2014/4/6, 111, 66, 40, 56, 3, 5
2014/4/7, 106, 59, 36, 43, 1, 4
